Order_ID,Customer_ID,Order_Date,Sales_Channel,Payment_Method,Order_Status,Shipping_Method,Promo_Code
O008709,C05286,2024-01-09,Marketplace,Bank Transfer,Completed,Express,WELCOME10
O008710,C03152,2024-08-25,Mobile App,Bank Transfer,Completed,Standard,SAVE15
O008711,C05054,2025-12-25,Marketplace,Digital Wallet,Completed,Standard,NONE
O008712,C02184,2025-11-23,Website,Card,Completed,Standard,NONE
O008713,C02479,2024-08-31,Mobile App,Digital Wallet,Completed,Standard,FLASH20
O008714,C00553,2024-12-21,Website,Card,Completed,Standard,NONE
O008715,C03037,2025-09-29,Website,Digital Wallet,Completed,Same Day,NONE
O008716,C03959,2025-07-17,Mobile App,Digital Wallet,Completed,Standard,WELCOME10
O008717,C03042,2024-03-26,Website,Card,Completed,Standard,NONE
O008718,C01328,2024-12-26,Website,Card,Completed,Standard,NONE
O008719,C00684,2024-07-13,Website,Cash on Delivery,Cancelled,Standard,SAVE15
O008720,C04081,2024-05-29,Mobile App,Digital Wallet,Completed,Express,NONE
O008721,C01248,2025-05-21,Mobile App,Cash on Delivery,Completed,Standard,SAVE15
O008722,C02273,2024-03-10,Website,Card,Cancelled,Same Day,NONE
O008723,C04947,2024-08-19,Website,Bank Transfer,Completed,Standard,NONE
O008724,C04607,2025-06-17,Website,Bank Transfer,Completed,Express,FREESHIP
O008725,C05205,2025-03-29,Mobile App,Cash on Delivery,Completed,Standard,WELCOME10
O008726,C02173,2025-11-21,Website,Digital Wallet,Completed,Standard,NONE
O008727,C00284,2025-08-19,Website,Card,Completed,Standard,WELCOME10
O008728,C05379,2024-12-07,Mobile App,Cash on Delivery,Completed,Same Day,NONE
O008729,C04912,2024-09-24,Mobile App,Card,Completed,Express,FLASH20
O008730,C02036,2024-09-12,Mobile App,Cash on Delivery,Completed,Standard,NONE
O008731,C01719,2025-11-14,Website,Card,Completed,Standard,FREESHIP
O008732,C03664,2025-03-22,Website,Cash on Delivery,Completed,Standard,WELCOME10
O008733,C05750,2024-06-08,Mobile App,Digital Wallet,Completed,Express,NONE
O008734,C03081,2025-10-24,Mobile App,Digital Wallet,Cancelled,Standard,NONE
O008735,C04047,2024-10-22,Mobile App,Cash on Delivery,Cancelled,Express,WELCOME10
O008736,C03210,2024-01-27,Website,Cash on Delivery,Completed,Standard,NONE
O008737,C06116,2024-01-07,Mobile App,Card,Completed,Standard,NONE
O008738,C06073,2024-07-30,Website,Cash on Delivery,Completed,Standard,WELCOME10
O008739,C06147,2025-04-13,Mobile App,Digital Wallet,Completed,Same Day,WELCOME10
O008740,C05056,2024-04-10,Website,Digital Wallet,Completed,Express,SAVE15
O008741,C05700,2025-09-10,Mobile App,Cash on Delivery,Completed,Standard,NONE
O008742,C04370,2025-03-07,Mobile App,Digital Wallet,Completed,Standard,SAVE15
O008743,C05838,2025-11-04,Mobile App,Digital Wallet,Completed,Express,SAVE15
O008744,C02659,2025-10-30,Mobile App,Digital Wallet,Completed,Express,WELCOME10
O008745,C00901,2024-02-28,Mobile App,Cash on Delivery,Completed,Standard,NONE
O008746,C03419,2025-01-12,Marketplace,,Completed,Express,SAVE15
O008747,C01482,2025-05-19,Marketplace,Cash on Delivery,Cancelled,Standard,NONE
O008748,C01054,2025-08-29,Mobile App,Bank Transfer,Completed,Standard,NONE
O008749,C01891,2025-06-17,Website,Digital Wallet,Completed,Express,NONE
O008750,C02431,2025-11-03,Website,Digital Wallet,Completed,Standard,WELCOME10
O008751,C05431,2025-02-14,Website,Cash on Delivery,Completed,Express,NONE
O008752,C02758,2024-01-20,Marketplace,Bank Transfer,Completed,Same Day,NONE
O008753,C03739,2024-01-05,Mobile App,Card,Completed,Express,NONE
O008754,C05913,2025-11-02,Mobile App,Cash on Delivery,Completed,Standard,SAVE15
O008755,C04880,2024-11-17,Website,Digital Wallet,Completed,Standard,SAVE15
O008756,C02732,2024-04-12,Marketplace,Cash on Delivery,Cancelled,Standard,SAVE15
O008757,C00876,2025-12-29,Marketplace,Bank Transfer,Completed,Standard,NONE
O008758,C05976,2024-04-29,Website,Cash on Delivery,Cancelled,Standard,WELCOME10
O008759,C02967,2025-12-20,Website,Card,Completed,Standard,NONE
O008760,C00140,2024-03-31,Mobile App,Bank Transfer,Completed,Standard,NONE
O008761,C00792,2024-10-12,Mobile App,Digital Wallet,Cancelled,Same Day,SAVE15
O008762,C00498,2024-12-08,Website,Cash on Delivery,Completed,Standard,NONE
O008763,C01010,2025-06-06,Website,Cash on Delivery,Completed,Express,FLASH20
O008764,C00229,2024-10-16,Mobile App,Card,Completed,Standard,NONE
O008765,C05236,2024-06-02,Website,Card,Completed,Express,FREESHIP
O008766,C03470,2024-09-05,Mobile App,Digital Wallet,Cancelled,Standard,NONE
O008767,C03589,2024-09-11,Website,Card,Completed,Same Day,WELCOME10
O008768,C03925,2025-11-21,Mobile App,Card,Completed,Standard,NONE
O008769,C03844,2024-12-17,Mobile App,Cash on Delivery,Completed,Standard,FREESHIP
O008770,C06440,2024-11-27,Mobile App,Digital Wallet,Completed,Standard,NONE
O008771,C02689,2025-07-07,Website,Card,Completed,Standard,FLASH20
O008772,C00358,2024-06-02,Website,Cash on Delivery,Completed,Standard,NONE
O008773,C03156,2024-12-08,Mobile App,Digital Wallet,Completed,Express,NONE
O008774,C02663,2025-11-11,Marketplace,Bank Transfer,Completed,Standard,NONE
O008775,C06018,2024-01-30,Marketplace,Cash on Delivery,Completed,Standard,FREESHIP
O008776,C02119,2025-09-10,Website,Card,Cancelled,Standard,NONE
O008777,C02023,2024-11-24,Marketplace,Cash on Delivery,Completed,Standard,NONE
O008778,C03023,2025-07-17,Marketplace,Digital Wallet,Completed,Standard,WELCOME10
O008779,C04583,2024-01-01,Website,Card,Completed,Standard,NONE
O008780,C05210,2025-08-03,Mobile App,Digital Wallet,Cancelled,Standard,NONE
O008781,C02890,2025-08-11,Marketplace,Digital Wallet,Completed,Standard,WELCOME10
O008782,C06473,2024-09-16,Mobile App,Card,Returned,Same Day,NONE
O008783,C02163,2024-05-02,Website,Digital Wallet,Completed,Standard,FREESHIP
O008784,C04910,2025-09-16,Website,Card,Completed,Standard,NONE
O008785,C00528,2024-10-03,Marketplace,Cash on Delivery,Completed,Express,NONE
O008786,C01389,2025-08-21,Website,Cash on Delivery,Completed,Standard,FLASH20
O008787,C02450,2025-12-07,Mobile App,Card,Completed,Standard,NONE
O008788,C00349,2024-12-03,Website,Card,Completed,Standard,SAVE15
O008789,C05484,2025-11-05,Mobile App,Cash on Delivery,Completed,Standard,SAVE15
O008790,C05259,2024-12-02,Website,Card,Completed,Express,NONE
O008791,C05437,2025-03-02,Website,Card,Completed,Standard,NONE
O008792,C06181,2024-04-23,Website,Cash on Delivery,Completed,Standard,FREESHIP
O008793,C01370,2025-09-03,Website,Digital Wallet,Completed,Standard,WELCOME10
O008794,C05697,2024-01-03,Mobile App,Digital Wallet,Completed,Standard,NONE
O008795,C01704,2024-04-10,Mobile App,Bank Transfer,Completed,Express,NONE
O008796,C03409,2025-05-28,Mobile App,Card,Completed,Standard,FREESHIP
O008797,C06114,2025-04-24,Website,Digital Wallet,Completed,Express,NONE
O008798,C01294,2024-02-23,Website,Cash on Delivery,Completed,Same Day,SAVE15
O008799,C00449,2024-11-06,Website,Digital Wallet,Completed,Standard,WELCOME10
O008800,C01453,2024-04-11,Mobile App,Digital wallet ,Completed,Express,NONE
O008801,C01569,2024-09-26,Marketplace,Cash on Delivery,Completed,Express,NONE
O008802,C05492,2024-09-20,Mobile App,Card,Completed,Same Day,NONE
O008803,C00768,2025-08-28,Mobile App,Cash on Delivery,Completed,Standard,NONE
O008804,C04605,2024-09-18,Mobile App,Card,Completed,Standard,NONE
O008805,C02413,2024-02-15,Website,Digital Wallet,Completed,Standard,FLASH20
O008806,C04168,2025-08-19,Mobile App,Cash on Delivery,Completed,Standard,WELCOME10
O008807,C00053,2024-01-24,Website,Card,Completed,Standard,NONE
O008808,C04766,2024-09-26,Marketplace,Cash on Delivery,Completed,Standard,WELCOME10
O008809,C03410,2024-10-15,Website,Cash on Delivery,Completed,Standard,NONE
O008810,C06113,2025-07-16,Website,Cash on Delivery,Completed,Standard,WELCOME10
O008811,C02455,2024-02-11,Website,Card,Completed,Express,NONE
O008812,C04351,2024-01-08,Mobile App,Digital Wallet,Completed,Standard,FLASH20
O008813,C01370,2025-11-24,Website,Cash on Delivery,Completed,Standard,FLASH20
O008814,C01373,2025-08-30,Website,Card,Returned,Standard,NONE
O008815,C03203,2024-09-10,Mobile App,Card,Completed,Standard,FLASH20
O008816,C05027,2025-04-18,Marketplace,Cash on Delivery,Completed,Standard,FREESHIP
O008817,C02014,2024-01-03,Mobile App,Card,Completed,Standard,FLASH20
O008818,C05810,2024-04-28,Mobile App,Card,Completed,Standard,NONE
O008819,C05143,2025-05-31,Mobile App,Card,Completed,Standard,NONE
O008820,C04130,2025-01-08,Website,Cash on Delivery,Completed,Express,FREESHIP
O008821,C01917,2025-12-14,Mobile App,Cash on Delivery,Completed,Standard,SAVE15
O008822,C01989,2025-12-13,Website,Digital Wallet,Completed,Standard,WELCOME10
O008823,C02871,2024-12-10,Website,Cash on Delivery,Completed,Standard,NONE
O008824,C06459,2024-01-21,Mobile App,Digital Wallet,Completed,Express,SAVE15
O008825,C02825,2024-05-27,Mobile App,Card,Completed,Standard,SAVE15
O008826,C00814,2025-02-01,Website,Digital Wallet,Completed,Express,NONE
O008827,C04648,2025-07-06,Website,Cash on Delivery,Completed,Standard,NONE
O008828,C02867,2024-01-10,Website,Card,Completed,Standard,NONE
O008829,C02363,2025-09-04,Mobile App,Bank Transfer,Completed,Standard,NONE
O008830,C00400,2025-06-23,Website,Card,Completed,Same Day,FLASH20
O008831,C00817,2024-09-12,Marketplace,Cash on Delivery,Completed,Express,NONE
O008832,C03766,2025-03-18,Website,Cash on Delivery,Completed,Express,NONE
O008833,C04291,2025-01-19,Marketplace,Cash on Delivery,Cancelled,Standard,NONE
O008834,C01178,2024-06-06,Mobile App,Cash on Delivery,Completed,Express,NONE
O008835,C01033,2024-04-18,Website,Cash on Delivery,Completed,Standard,NONE
O008836,C03068,2025-04-20,Mobile App,Card,Completed,Express,SAVE15
O008837,C00925,2024-08-14,Mobile App,Digital Wallet,Completed,Standard,NONE
O008838,C01267,2025-11-12,Website,Cash on Delivery,Completed,Standard,WELCOME10
O008839,C04070,2025-12-28,Website,Card,Completed,Express,NONE
O008840,C05444,2025-11-01,Mobile App,Card,Cancelled,Standard,NONE
O008841,C05036,2024-04-23,Mobile App,Bank Transfer,Completed,Same Day,NONE
O008842,C05963,2025-04-01,Mobile App,Card,Completed,Standard,WELCOME10
O008843,C04390,2025-07-12,Mobile App,Digital Wallet,Completed,Express,FLASH20
O008844,C04300,2024-12-02,Website,Cash on Delivery,Completed,Standard,NONE
O008845,C01264,2025-04-16,Mobile App,Cash on Delivery,Cancelled,Standard,NONE
O008846,C01706,2025-09-08,Marketplace,Card,Completed,Standard,NONE
O008847,C04071,2024-11-13,Mobile App,Cash on Delivery,Completed,Standard,WELCOME10
O008848,C01702,2024-11-07,Website,Card,Completed,Express,NONE
O008849,C05266,2024-04-24,Website,Cash on Delivery,Completed,Standard,WELCOME10
O008850,C05475,2024-10-17,Mobile App,Cash on Delivery,Completed,Standard,SAVE15
O008851,C06310,2025-05-28,Marketplace,Digital Wallet,Completed,Standard,NONE
O008852,C04121,2024-06-25,Mobile App,Card,Completed,Standard,NONE
O008853,C03165,2024-10-17,Mobile App,Card,Completed,Standard,WELCOME10
O008854,C00191,2024-12-20,Mobile App,Digital Wallet,Completed,Standard,FREESHIP
O008855,C00325,2025-11-21,Website,Cash on Delivery,Completed,Standard,NONE
O008856,C04066,2024-08-20,Website,Cash on Delivery,Completed,Standard,WELCOME10
O008857,C03037,2025-10-13,Mobile App,Digital Wallet,Completed,Express,NONE
O008858,C00453,2025-04-01,Mobile App,Cash on Delivery,Completed,Standard,NONE
O008859,C01674,2025-03-25,Mobile App,Card,Completed,Standard,NONE
O008860,C06436,2024-11-23,Mobile App,Bank Transfer,Completed,Same Day,FLASH20
O008861,C00078,2024-04-30,Mobile App,Cash on Delivery,Completed,Express,FLASH20
O008862,C03341,2025-05-25,Marketplace,Cash on Delivery,Completed,Same Day,NONE
O008863,C05636,2025-12-13,Mobile App,Card,Completed,Express,NONE
O008864,C00864,2024-04-05,Mobile App,Cash on Delivery,Cancelled,Express,NONE
O008865,C05400,2024-10-29,Mobile App,Cash on Delivery,Completed,Same Day,NONE
O008866,C02110,2024-07-18,Website,Cash on Delivery,Completed,Same Day,WELCOME10
O008867,C03983,2024-07-13,Mobile App,Bank Transfer,Completed,Standard,NONE
O008868,C00974,2025-11-17,Mobile App,Digital Wallet,Completed,Standard,NONE
O008869,C00585,2024-10-19,Marketplace,Digital Wallet,Completed,Express,WELCOME10
O008870,C01185,2024-08-14,Mobile App,Digital Wallet,Completed,Standard,NONE
O008871,C04041,2025-10-28,Website,Cash on Delivery,Completed,Same Day,NONE
O008872,C05992,2024-05-06,Website,Cash on Delivery,Completed,Express,WELCOME10
O008873,C03937,2025-12-29,Website,Cash on Delivery,Completed,Standard,NONE
O008874,C01400,2025-02-04,Mobile App,Digital Wallet,Completed,Express,NONE
O008875,C03606,2024-08-04,Website,Digital Wallet,Completed,Standard,NONE
O008876,C00859,2025-06-18,Marketplace,Cash on Delivery,Completed,Same Day,NONE
O008877,C04357,2025-03-26,Website,Card,Completed,Standard,NONE
O008878,C03007,2024-07-30,Website,Cash on Delivery,Completed,Standard,NONE
O008879,C05942,2025-11-14,Marketplace,Digital Wallet,Completed,Standard,NONE
O008880,C02223,2025-12-26,Marketplace,Cash on Delivery,Completed,Standard,FREESHIP
O008881,C03168,2025-07-20,Website,Cash on Delivery,Completed,Express,WELCOME10
O008882,C02372,2024-02-20,Marketplace,Card,Completed,Same Day,NONE
O008883,C01730,2025-01-27,Website,Card,Completed,Standard,NONE
O008884,C03058,2024-12-11,Website,Bank Transfer,Completed,Express,SAVE15
O008885,C00128,2025-02-23,Website,Cash on Delivery,Cancelled,Standard,NONE
O008886,C00333,2024-07-05,Website,Cash on Delivery,Completed,Express,FREESHIP
O008887,C04168,2024-04-06,Marketplace,Cash on Delivery,Completed,Standard,NONE
O008888,C05121,2024-01-07,Mobile App,Bank Transfer,Completed,Express,FLASH20
O008889,C00570,2024-01-20,Marketplace,Card,Cancelled,Standard,NONE
O008890,C00349,2024-10-22,Website,Card,Completed,Standard,NONE
O008891,C01463,2024-04-01,Website,Card,Completed,Standard,FLASH20
O008892,C03901,2024-10-16,Website,Card,Completed,Standard,FREESHIP
O008893,C01774,2025-10-28,Mobile App,Cash on Delivery,Completed,Express,FLASH20
O008894,C02196,2024-09-09,Marketplace,Card,Completed,Standard,NONE
O008895,C06384,2025-12-03,Mobile App,Card,Completed,Standard,SAVE15
O008896,C02227,2024-06-02,Mobile App,Card,Completed,Standard,FREESHIP
O008897,C01899,2025-08-10,Marketplace,Cash on Delivery,Completed,Express,NONE
O008898,C05226,2025-02-27,Mobile App,Cash on Delivery,Completed,Express,NONE
O008899,C06178,2025-09-10,Mobile App,Card,Completed,Express,SAVE15
O008900,C02756,2025-12-15,Website,Cash on Delivery,Completed,Same Day,NONE
O008901,C00244,2024-04-14,Mobile App,Cash on Delivery,Returned,Standard,NONE
O008902,C00421,2024-01-17,Mobile App,Card,Cancelled,Express,WELCOME10
O008903,C03211,2024-03-02,Website,Card,Completed,Standard,FLASH20
O008904,C00733,2025-11-05,Website,Digital Wallet,Completed,Standard,NONE
O008905,C03130,2025-07-18,Marketplace,Cash on Delivery,Completed,Express,NONE
O008906,C05045,2024-05-10,Mobile App,Cash on Delivery,Completed,Standard,NONE
O008907,C03732,2025-08-03,Website,Card,Completed,Standard,NONE
O008908,C05900,2025-01-24,Website,Cash on Delivery,Completed,Express,NONE
O008909,C05115,2025-08-11,Mobile App,Digital Wallet,Completed,Same Day,NONE
O008910,C06382,2024-08-25,Marketplace,Digital Wallet,Completed,Standard,NONE
O008911,C03966,2025-12-18,Website,Digital Wallet,Completed,Express,FREESHIP
O008912,C02905,2024-06-07,Website,Cash on Delivery,Completed,Express,NONE
O008913,C01642,2025-11-04,Mobile App,Cash on Delivery,Completed,Standard,SAVE15
O008914,C05971,2025-08-20,Website,Cash on Delivery,Completed,Standard,FLASH20
O008915,C02375,2025-05-15,Mobile App,Cash on Delivery,Completed,Standard,NONE
O008916,C02931,2024-08-10,Website,Card,Completed,Standard,NONE
O008917,C05949,2025-08-21,Website,Card,Completed,Express,SAVE15
O008918,C03430,2025-10-26,Mobile App,Cash on Delivery,Completed,Same Day,WELCOME10
O008919,C05716,2025-07-13,Website,Bank Transfer,Completed,Standard,NONE
O008920,C02444,2025-07-06,Website,Bank Transfer,Completed,Standard,NONE
O008921,C00663,2024-08-07,Website,Card,Completed,Express,NONE
O008922,C04940,2025-11-15,Website,Digital Wallet,Completed,Express,SAVE15
O008923,C03036,2024-01-10,Website,Card,Completed,Express,SAVE15
O008924,C02143,2025-05-11,Mobile App,Card,Completed,Standard,FLASH20
O008925,C04456,2025-11-28,Marketplace,Card,Completed,Standard,NONE
O008926,C03525,2025-01-13,Marketplace,Digital Wallet,Returned,Standard,NONE
O008927,C04198,2024-12-02,Website,Bank Transfer,Completed,Standard,NONE
O008928,C02597,2024-05-17,Mobile App,Digital Wallet,Cancelled,Standard,NONE
O008929,C03894,2024-02-01,Marketplace,Cash on Delivery,Completed,Standard,FLASH20
O008930,C05593,2024-11-16,Mobile App,Digital Wallet,Completed,Same Day,NONE
O008931,C02494,2024-09-05,Mobile App,Card,Completed,Standard,NONE
O008932,C02758,2025-01-07,Website,Bank Transfer,Completed,Standard,NONE
O008933,C05896,2025-12-29,Mobile App,Bank Transfer,Completed,Standard,NONE
O008934,C00702,2025-04-27,Mobile App,Digital Wallet,Completed,Standard,NONE
O008935,C02406,2024-08-24,Mobile App,Cash on Delivery,Completed,Same Day,SAVE15
O008936,C02790,2024-08-31,Website,Cash on Delivery,Completed,Standard,NONE
O008937,C01059,2024-07-04,Website,Card,Completed,Express,FLASH20
O008938,C03747,2024-03-15,Website,Card,Completed,Standard,NONE
O008939,C03607,2024-09-20,Website,Card,Completed,Standard,FLASH20
O008940,C00166,2024-08-30,Website,Cash on Delivery,Completed,Standard,NONE
O008941,C00183,2025-09-12,Website,Digital Wallet,Completed,Standard,WELCOME10
O008942,C01502,2024-11-09,Mobile App,Card,Completed,Standard,WELCOME10
O008943,C05036,2024-03-08,Mobile App,Cash on Delivery,Cancelled,Standard,WELCOME10
O008944,C04036,2025-05-15,Website,Bank Transfer,Completed,Standard,NONE
O008945,C02679,2025-10-01,Website,Card,Completed,Standard,NONE
O008946,C03038,2024-05-04,Mobile App,Digital Wallet,Completed,Same Day,FLASH20
O008947,C01466,2024-11-16,Website,Bank Transfer,Completed,Standard,NONE
O008948,C03957,2025-06-06,Mobile App,Cash on Delivery,Completed,Standard,FLASH20
O008949,C01787,2025-06-17,Mobile App,Card,Completed,Same Day,NONE
O008950,C03801,2025-06-22,Website,Cash on Delivery,Completed,Express,NONE
O008951,C03039,2025-09-23,Mobile App,Digital Wallet,Completed,Standard,NONE
O008952,C03203,2024-02-10,Website,Bank Transfer,Cancelled,Express,NONE
O008953,C04937,2024-07-04,Marketplace,Bank Transfer,Completed,Same Day,WELCOME10
O008954,C03542,2024-01-03,Mobile App,Card,Completed,Express,SAVE15
O008955,C04837,2024-10-30,Marketplace,Bank Transfer,Completed,Standard,NONE
O008956,C04434,2024-07-08,Mobile App,Digital Wallet,Completed,Standard,SAVE15
O008957,C04078,2024-02-02,Mobile App,Card,Completed,Standard,NONE
O008958,C00254,2025-02-06,Mobile App,Digital Wallet,Completed,Standard,NONE
O008959,C04346,2025-01-06,Website,Cash on Delivery,Completed,Standard,WELCOME10
O008960,C04331,2024-05-21,Marketplace,Cash on Delivery,Completed,Express,SAVE15
O008961,C06460,2024-10-29,Website,Cash on Delivery,Completed,Standard,NONE
O008962,C05085,2024-11-20,Website,Bank Transfer,Completed,Standard,NONE
O008963,C03476,2025-01-21,Website,,Completed,Same Day,NONE
O008964,C03551,2025-09-18,Mobile App,Card,Completed,Express,NONE
O008965,C03186,2025-11-12,Website,Card,Completed,Standard,FREESHIP
O008966,C05006,2025-01-12,Website,Cash on Delivery,Completed,Express,SAVE15
O008967,C02227,2025-07-25,Website,Cash on Delivery,Completed,Standard,WELCOME10
O008968,C03279,2024-07-07,Mobile App,Digital Wallet,Completed,Express,NONE
O008969,C03563,2025-11-06,Marketplace,Card,Completed,Express,NONE
O008970,C05465,2024-12-26,Mobile App,Cash on Delivery,Completed,Standard,NONE
O008971,C00225,2025-12-23,Mobile App,Cash on Delivery,Completed,Standard,NONE
O008972,C03879,2024-06-22,Website,Cash on Delivery,Returned,Standard,NONE
O008973,C02885,2024-05-08,Marketplace,Cash on Delivery,Completed,Express,WELCOME10
O008974,C00930,2024-10-22,Website,Cash on Delivery,Completed,Express,SAVE15
O008975,C05526,2025-11-21,Mobile App,Cash on Delivery,Completed,Standard,NONE
O008976,C03765,2024-12-05,Website,Card,Completed,Standard,NONE
O008977,C06235,2025-06-11,Marketplace,Cash on Delivery,Cancelled,Standard,NONE
O008978,C02208,2025-10-04,Mobile App,Cash on Delivery,Completed,Standard,SAVE15
O008979,C01327,2025-09-13,Mobile App,Card,Completed,Express,NONE
O008980,C00520,2025-01-29,Website,Card,Completed,Express,WELCOME10
O008981,C04597,2024-01-24,Mobile App,Card,Completed,Standard,NONE
O008982,C05668,2025-10-26,Mobile App,Cash on Delivery,Completed,Standard,NONE
O008983,C04100,2024-10-31,Mobile App,Cash on Delivery,Completed,Standard,NONE
O008984,C00212,2025-10-30,Mobile App,,Completed,Standard,NONE
O008985,C02663,2024-08-26,Marketplace,Card,Completed,Express,NONE
O008986,C01081,2024-11-20,Website,Bank Transfer,Completed,Standard,FLASH20
O008987,C04520,2024-11-03,Marketplace,Digital Wallet,Completed,Express,NONE
O008988,C03706,2024-12-20,Mobile App,Cash on Delivery,Cancelled,Standard,WELCOME10
O008989,C05822,2024-05-20,Website,Bank Transfer,Completed,Express,NONE
O008990,C03053,2025-07-10,Website,Card,Completed,Express,NONE
O008991,C00870,2025-03-03,Website,Digital Wallet,Completed,Standard,SAVE15
O008992,C05077,2025-11-23,Marketplace,Card,Completed,Standard,NONE
O008993,C06151,2024-11-14,Marketplace,Card,Completed,Standard,SAVE15
O008994,C04921,2024-07-28,Mobile App,Card,Completed,Express,FLASH20
O008995,C00603,2024-01-11,Mobile App,Bank Transfer,Completed,Standard,WELCOME10
O008996,C00812,2025-02-24,Mobile App,Cash on Delivery,Completed,Standard,FLASH20
O008997,C03476,2024-08-26,Marketplace,Cash on Delivery,Completed,Standard,NONE
O008998,C05689,2024-03-18,Mobile App,Bank Transfer,Completed,Standard,NONE
O008999,C01744,2025-07-14,Mobile App,Cash on Delivery,Completed,Standard,NONE
O009000,C00876,2024-11-05,Marketplace,Card,Completed,Standard,FREESHIP
O009001,C05545,2025-05-07,Website,Cash on Delivery,Completed,Standard,NONE
O009002,C02080,2025-12-31,Website,Card,Completed,Standard,SAVE15
O009003,C00428,2024-07-16,Website,Card,Completed,Standard,NONE
O009004,C00902,2025-10-29,Website,Card,Completed,Standard,SAVE15
O009005,C01412,2025-10-02,Mobile App,Cash on Delivery,Cancelled,Standard,FLASH20
O009006,C00619,2025-11-17,Mobile App,Bank Transfer,Cancelled,Standard,FREESHIP
O009007,C05580,2024-12-26,Mobile App,Bank Transfer,Completed,Standard,NONE
O009008,C00663,2024-04-29,Website,Card,Completed,Standard,NONE
O009009,C06181,2024-11-30,Mobile App,Cash on Delivery,Returned,Express,NONE
O009010,C04408,2025-08-24,Marketplace,Card,Completed,Standard,SAVE15
O009011,C01326,2024-04-11,Website,Bank Transfer,Completed,Express,NONE
O009012,C01526,2024-10-24,Marketplace,Card,Completed,Same Day,SAVE15
O009013,C02316,2025-08-10,Website,Cash on Delivery,Completed,Standard,NONE
O009014,C02856,2025-11-28,Mobile App,Cash on Delivery,completed,Express,FREESHIP
O009015,C03801,2024-06-23,Mobile App,Card,Returned,Same Day,NONE
O009016,C00959,2024-09-02,Website,Digital Wallet,Completed,Standard,WELCOME10
O009017,C02968,2024-11-09,Website,Cash on Delivery,Completed,Standard,SAVE15
O009018,C01870,2024-03-16,Mobile App,Cash on Delivery,Completed,Standard,NONE
O009019,C05337,2025-08-05,Website,Bank Transfer,Completed,Standard,NONE
O009020,C05063,2024-01-30,Website,Digital Wallet,Completed,Express,WELCOME10
O009021,C01658,2025-02-04,Mobile App,Bank Transfer,Completed,Standard,FREESHIP
O009022,C06479,2024-08-17,Mobile App,Digital Wallet,Completed,Standard,NONE
O009023,C01223,2024-09-19,Website,Card,Completed,Standard,NONE
O009024,C02905,2025-10-18,Marketplace,Cash on Delivery,Completed,Standard,NONE
O009025,C04584,2024-06-05,Marketplace,Cash on Delivery,Completed,Standard,NONE
O009026,C03660,2025-12-22,Website,Card,Completed,Standard,NONE
O009027,C05862,2024-10-11,Website,Digital Wallet,Completed,Standard,FLASH20
O009028,C04718,2024-01-17,Website,Cash on Delivery,Returned,Standard,NONE
O009029,C03601,2025-05-18,Mobile App,Digital Wallet,Completed,Standard,NONE
O009030,C05118,2025-06-09,Mobile App,Card,Completed,Express,NONE
O009031,C05710,2024-02-12,Mobile App,Digital Wallet,Completed,Standard,NONE
O009032,C06333,2024-12-24,Website,Card,Completed,Express,NONE
O009033,C06223,2024-02-26,Mobile App,Digital Wallet,Completed,Standard,FLASH20
O009034,C01837,2024-10-01,Mobile App,Bank Transfer,Completed,Standard,WELCOME10
O009035,C03862,2024-12-16,Website,Digital Wallet,Completed,Same Day,NONE
O009036,C06106,2024-06-10,Mobile App,Cash on Delivery,Returned,Express,NONE
O009037,C06369,2024-02-22,Website,Cash on Delivery,Completed,Standard,FREESHIP
O009038,C05422,2024-10-02,Website,Digital Wallet,Completed,Express,WELCOME10
O009039,C01671,2025-11-14,Mobile App,Card,Completed,Standard,NONE
O009040,C00028,2024-03-17,Website,Cash on Delivery,Completed,Same Day,NONE
O009041,C04083,2025-09-18,Marketplace,Cash on Delivery,Completed,Express,WELCOME10
O009042,C05553,2025-12-04,Mobile App,Card,Completed,Standard,NONE
O009043,C02452,2024-12-09,Mobile App,Card,Completed,Express,NONE
O009044,C04435,2024-10-02,Website,Card,Completed,Standard,SAVE15
O009045,C03915,2024-04-05,Marketplace,Digital Wallet,Completed,Standard,NONE
O009046,C00250,2025-03-13,Mobile App,Cash on Delivery,Completed,Standard,NONE
O009047,C05637,2025-07-22,Website,Card,Completed,Express,FLASH20
O009048,C03199,2025-12-25,Mobile App,Card,Completed,Standard,FLASH20
O009049,C01947,2025-12-22,Website,Card,Completed,Standard,WELCOME10
O009050,C04461,2024-05-27,Mobile App,Digital Wallet,Completed,Standard,NONE
O009051,C06404,2025-04-22,Mobile App,Digital Wallet,Completed,Standard,SAVE15
O009052,C05926,2024-04-27,Marketplace,Card,Returned,Standard,SAVE15
O009053,C04491,2024-03-21,Mobile App,Cash on Delivery,Completed,Standard,NONE
O009054,C01308,2024-01-25,Mobile App,Card,Completed,Standard,NONE
O009055,C00603,2025-01-13,Website,Digital Wallet,Completed,Standard,NONE
O009056,C00330,2024-12-25,Website,Digital Wallet,Completed,Same Day,FREESHIP
O009057,C00826,2025-03-12,Mobile App,Card,Completed,Same Day,NONE
O009058,C02821,2025-04-27,Mobile App,Digital Wallet,Completed,Same Day,NONE
O009059,C02609,2025-12-05,Mobile App,Digital Wallet,Completed,Standard,WELCOME10
O009060,C03693,2024-12-09,Website,Cash on Delivery,Completed,Express,NONE
