Line_ID,Order_ID,Product_ID,Quantity,Unit_Price,Unit_Cost,Discount_Pct
L0029150,O013990,P0235,1,1050.0,720.0,0.2
L0029151,O013990,P0029,2,22780.0,11070.0,0.0
L0029152,O013991,P0174,1,900.0,630.0,0.1
L0029153,O013991,P0230,1,560.0,340.0,0.25
L0029154,O013992,P0228,1,770.0,410.0,
L0029155,O013993,P0228,2,770.0,410.0,0.0
L0029156,O013993,P0093,1,8170.0,4790.0,0.25
L0029157,O013993,P0113,1,2250.0,1520.0,0.0
L0029158,O013994,P0185,1,12880.0,8350.0,0.2
L0029159,O013995,P0035,1,24960.0,18970.0,0.2
L0029160,O013995,P0159,1,4960.0,3700.0,0.3
L0029161,O013996,P0029,1,22780.0,11070.0,0.0
L0029162,O013996,P0135,1,5580.0,4050.0,0.05
L0029163,O013996,P0102,1,14940.0,7530.0,0.15
L0029164,O013996,P0162,1,760.0,410.0,0.15
L0029165,O013997,P0009,1,5920.0,3560.0,0.2
L0029166,O013997,P0174,1,900.0,630.0,0.15
L0029167,O013998,P0174,1,900.0,630.0,0.1
L0029168,O013998,P0226,3,660.0,480.0,0.1
L0029169,O013998,P0108,1,6640.0,4960.0,0.25
L0029170,O013998,P0089,1,1790.0,1310.0,0.1
L0029171,O013999,P0208,1,680.0,380.0,0.1
L0029172,O014000,P0062,2,3370.0,1820.0,0.0
L0029173,O014000,P0022,1,10540.0,5560.0,0.2
L0029174,O014000,P0159,1,4960.0,3700.0,0.0
L0029175,O014001,P0240,1,5790.0,4180.0,0.0
L0029176,O014001,P0218,2,1080.0,740.0,0.0
L0029177,O014002,P0191,1,9720.0,5580.0,0.3
L0029178,O014002,P0124,1,2330.0,1530.0,0.0
L0029179,O014003,P0160,1,2370.0,1630.0,0.15
L0029180,O014004,P0208,1,680.0,380.0,0.0
L0029181,O014005,P0081,1,7410.0,4090.0,0.2
L0029182,O014005,P0066,1,3840.0,2880.0,0.25
L0029183,O014005,P0073,2,2710.0,1640.0,0.15
L0029184,O014006,P0038,1,35580.0,21900.0,0.15
L0029185,O014006,P0224,1,310.0,200.0,0.2
L0029186,O014007,P0111,3,16600.0,10290.0,0.0
L0029187,O014008,P0213,1,760.0,580.0,0.0
L0029188,O014009,P0053,2,6860.0,3350.0,0.1
L0029189,O014009,P0061,2,2140.0,1570.0,0.2
L0029190,O014010,P0162,1,760.0,410.0,0.0
L0029191,O014010,P0188,1,32140.0,23880.0,0.15
L0029192,O014011,P0240,1,5790.0,4180.0,0.0
L0029193,O014012,P0073,1,2710.0,1640.0,0.05
L0029194,O014012,P0170,1,6790.0,4260.0,0.0
L0029195,O014012,P0238,1,630.0,450.0,0.05
L0029196,O014013,P0208,1,680.0,380.0,0.15
L0029197,O014013,P0105,1,12140.0,8640.0,0.1
L0029198,O014013,P0122,1,970.0,680.0,0.0
L0029199,O014013,P0162,1,760.0,410.0,0.2
L0029200,O014014,P0169,3,32480.0,18760.0,0.0
L0029201,O014014,P0201,1,850.0,470.0,0.0
L0029202,O014015,P0168,2,1620.0,1190.0,0.0
L0029203,O014016,P0104,1,970.0,670.0,0.05
L0029204,O014017,P0019,1,53690.0,30970.0,0.0
L0029205,O014018,P0186,1,19140.0,10540.0,0.15
L0029206,O014018,P0230,1,560.0,340.0,0.3
L0029207,O014019,P0155,1,1630.0,1140.0,0.3
L0029208,O014019,P0237,1,3440.0,1730.0,0.1
L0029209,O014020,P0048,1,910.0,650.0,0.2
L0029210,O014020,P0085,1,970.0,550.0,0.0
L0029211,O014020,P0063,1,5720.0,3930.0,0.1
L0029212,O014021,P0159,1,4960.0,3700.0,0.2
L0029213,O014021,P0222,1,10760.0,6200.0,0.15
L0029214,O014021,P0153,2,6080.0,4220.0,0.25
L0029215,O014022,P0159,1,4960.0,3700.0,0.05
L0029216,O014023,P0119,3,750.0,370.0,0.2
L0029217,O014023,P0197,1,790.0,520.0,0.0
L0029218,O014023,P0089,3,1790.0,1310.0,0.0
L0029219,O014024,P0218,1,1080.0,740.0,0.0
L0029220,O014025,P0083,2,14230.0,8460.0,0.1
L0029221,O014026,P0239,1,570.0,420.0,0.0
L0029222,O014026,P0182,3,1870.0,1390.0,0.0
L0029223,O014026,P0071,3,11080.0,8180.0,0.0
L0029224,O014026,P0026,1,10350.0,6600.0,0.05
L0029225,O014027,P0048,1,910.0,650.0,0.15
L0029226,O014027,P0136,1,2010.0,1400.0,0.2
L0029227,O014028,P0125,1,8820.0,4670.0,0.15
L0029228,O014028,P0030,1,11980.0,7270.0,0.1
L0029229,O014029,P0216,1,1410.0,790.0,0.05
L0029230,O014029,P0076,2,7240.0,4550.0,0.1
L0029231,O014030,P0156,1,9270.0,6380.0,0.25
L0029232,O014031,P0190,1,13350.0,10040.0,0.05
L0029233,O014031,P0183,2,21710.0,11070.0,0.0
L0029234,O014032,P0227,1,12420.0,9180.0,0.2
L0029235,O014033,P0040,2,6290.0,4370.0,0.0
L0029236,O014033,P0076,2,7240.0,4550.0,0.2
L0029237,O014034,P0083,1,14230.0,8460.0,0.0
L0029238,O014035,P0207,1,1500.0,1140.0,0.3
L0029239,O014035,P0159,3,4960.0,3700.0,0.25
L0029240,O014036,P0147,1,11410.0,7880.0,0.2
L0029241,O014036,P0052,1,17380.0,9850.0,0.0
L0029242,O014036,P0222,1,10760.0,6200.0,0.0
L0029243,O014037,P0176,1,1130.0,670.0,0.15
L0029244,O014038,P0191,1,9720.0,5580.0,0.2
L0029245,O014039,P0211,3,650.0,420.0,0.1
L0029246,O014039,P0005,1,11870.0,6740.0,0.0
L0029247,O014040,P0061,1,2140.0,1570.0,0.15
L0029248,O014041,P0143,1,4380.0,2400.0,0.0
L0029249,O014042,P0079,2,3020.0,2060.0,0.2
L0029250,O014042,P0085,2,970.0,550.0,0.0
L0029251,O014042,P0113,1,2250.0,1520.0,0.15
L0029252,O014043,P0073,1,2710.0,1640.0,0.2
L0029253,O014044,P0193,1,11050.0,7780.0,0.2
L0029254,O014045,P0054,1,550.0,320.0,0.0
L0029255,O014046,P0093,1,8170.0,4790.0,0.2
L0029256,O014047,P0141,1,8150.0,5740.0,0.15
L0029257,O014048,P0106,1,2430.0,1200.0,0.0
L0029258,O014048,P0151,2,6870.0,3530.0,0.0
L0029259,O014049,P0128,1,11540.0,8760.0,0.0
L0029260,O014049,P0237,1,3440.0,1730.0,0.0
L0029261,O014049,P0076,2,7240.0,4550.0,0.15
L0029262,O014049,P0005,1,11870.0,6740.0,0.25
L0029263,O014050,P0208,1,680.0,380.0,0.05
L0029264,O014050,P0135,2,5580.0,4050.0,0.1
L0029265,O014051,P0090,1,17170.0,11580.0,0.1
L0029266,O014051,P0122,1,970.0,680.0,0.2
L0029267,O014052,P0072,1,10350.0,7730.0,0.0
L0029268,O014052,P0178,2,860.0,630.0,0.0
L0029269,O014052,P0061,1,2140.0,1570.0,0.1
L0029270,O014053,P0131,1,8350.0,5410.0,0.1
L0029271,O014053,P0094,2,1570.0,920.0,0.15
L0029272,O014053,P0183,2,21710.0,11070.0,0.0
L0029273,O014054,P0079,1,3020.0,2060.0,0.15
L0029274,O014054,P0162,1,760.0,410.0,0.15
L0029275,O014054,P0007,2,17630.0,12980.0,0.05
L0029276,O014055,P0080,2,3180.0,1920.0,0.2
L0029277,O014055,P0220,1,470.0,340.0,0.0
L0029278,O014055,P0012,3,5070.0,2940.0,0.0
L0029279,O014055,P0206,4,260.0,190.0,0.2
L0029280,O014056,P0185,1,12880.0,8350.0,0.0
L0029281,O014056,P0089,1,1790.0,1310.0,0.0
L0029282,O014056,P0230,1,560.0,340.0,0.1
L0029283,O014057,P0240,2,5790.0,4180.0,0.0
L0029284,O014058,P0036,2,35850.0,22600.0,0.0
L0029285,O014058,P0159,2,4960.0,3700.0,0.15
L0029286,O014058,P0199,4,3120.0,2320.0,0.2
L0029287,O014059,P0203,1,550.0,390.0,0.2
L0029288,O014059,P0166,2,630.0,370.0,0.2
L0029289,O014060,P0126,1,940.0,630.0,0.0
L0029290,O014060,P0233,1,1680.0,1170.0,0.05
L0029291,O014060,P0163,1,6660.0,3660.0,0.2
L0029292,O014061,P0160,1,2370.0,1630.0,0.15
L0029293,O014061,P0083,2,14230.0,8460.0,0.0
L0029294,O014061,P0102,3,14940.0,7530.0,0.05
L0029295,O014062,P0152,1,2450.0,1550.0,0.0
L0029296,O014062,P0171,2,15220.0,10270.0,0.0
L0029297,O014062,P0011,1,21660.0,13860.0,0.0
L0029298,O014063,P0216,1,1410.0,790.0,0.1
L0029299,O014064,P0031,1,5660.0,3110.0,0.0
L0029300,O014064,P0213,1,760.0,580.0,0.0
L0029301,O014064,P0041,1,11910.0,8880.0,0.0
L0029302,O014065,P0128,1,11540.0,8760.0,0.0
L0029303,O014066,P0178,1,860.0,630.0,0.15
L0029304,O014066,P0040,1,6290.0,4370.0,0.25
L0029305,O014066,P0132,2,860.0,510.0,0.0
L0029306,O014066,P0100,2,1860.0,920.0,0.0
L0029307,O014067,P0073,4,2710.0,1640.0,0.15
L0029308,O014068,P0081,2,7410.0,4090.0,0.3
L0029309,O014068,P0214,1,220.0,160.0,0.0
L0029310,O014069,P0052,1,17380.0,9850.0,0.15
L0029311,O014069,P0083,1,14230.0,8460.0,0.1
L0029312,O014069,P0145,1,1990.0,1370.0,0.2
L0029313,O014070,P0235,1,1050.0,720.0,0.25
L0029314,O014071,P0178,1,860.0,630.0,0.1
L0029315,O014072,P0139,1,700.0,400.0,0.15
L0029316,O014072,P0160,1,2370.0,1630.0,0.05
L0029317,O014073,P0136,1,2010.0,1400.0,0.1
L0029318,O014074,P0051,2,3620.0,1890.0,0.0
L0029319,O014075,P0218,2,1080.0,740.0,0.25
L0029320,O014076,P0121,2,480.0,340.0,0.0
L0029321,O014076,P0097,3,1250.0,680.0,0.3
L0029322,O014077,P0077,1,860.0,550.0,0.05
L0029323,O014077,P0106,1,2430.0,1200.0,0.15
L0029324,O014078,P0187,1,22240.0,12390.0,0.0
L0029325,O014079,P0030,1,11980.0,7270.0,0.05
L0029326,O014080,P0035,1,24960.0,18970.0,0.25
L0029327,O014081,P0088,2,810.0,480.0,0.15
L0029328,O014081,P0099,3,15010.0,11350.0,0.15
L0029329,O014081,P0219,1,1620.0,800.0,0.15
L0029330,O014082,P0119,2,750.0,370.0,0.0
L0029331,O014083,P0136,3,2010.0,1400.0,0.2
L0029332,O014083,P0025,1,2150.0,1030.0,0.0
L0029333,O014083,P0066,1,3840.0,2880.0,0.15
L0029334,O014083,P0185,4,12880.0,8350.0,0.0
L0029335,O014084,P0162,3,760.0,410.0,0.0
L0029336,O014084,P0089,1,1790.0,1310.0,0.1
L0029337,O014085,P0089,1,1790.0,1310.0,0.0
L0029338,O014086,P0159,1,4960.0,3700.0,0.0
L0029339,O014086,P0051,1,3620.0,1890.0,0.0
L0029340,O014087,P0201,2,850.0,470.0,0.1
L0029341,O014087,P0030,1,11980.0,7270.0,0.3
L0029342,O014088,P0167,1,9220.0,5370.0,0.2
L0029343,O014089,P0053,1,6860.0,3350.0,0.25
L0029344,O014089,P0075,1,960.0,490.0,0.2
L0029345,O014089,P0042,1,14360.0,10000.0,0.0
L0029346,O014090,P0014,1,113630.0,55050.0,0.15
L0029347,O014090,P0131,1,8350.0,5410.0,0.0
L0029348,O014091,P0145,1,1990.0,1370.0,0.05
L0029349,O014092,P0016,1,13180.0,7470.0,0.25
L0029350,O014093,P0068,1,5750.0,2840.0,0.0
L0029351,O014094,P0212,2,340.0,200.0,0.0
L0029352,O014095,P0015,1,69330.0,49060.0,0.0
L0029353,O014095,P0089,1,1790.0,1310.0,0.1
L0029354,O014096,P0158,2,3300.0,2030.0,0.0
L0029355,O014096,P0155,1,1630.0,1140.0,0.0
L0029356,O014097,P0177,3,2220.0,1360.0,0.05
L0029357,O014097,P0001,1,1340.0,740.0,0.15
L0029358,O014098,P0234,1,280.0,210.0,0.05
L0029359,O014098,P0240,1,5790.0,4180.0,0.1
L0029360,O014098,P0037,1,51720.0,28840.0,0.15
L0029361,O014098,P0160,1,2370.0,1630.0,0.1
L0029362,O014099,P0193,2,11050.0,7780.0,0.0
L0029363,O014100,P0084,1,1760.0,1230.0,0.25
L0029364,O014101,P0225,1,1960.0,1460.0,0.25
L0029365,O014101,P0108,1,6640.0,4960.0,0.0
L0029366,O014102,P0019,1,53690.0,30970.0,0.1
L0029367,O014102,P0043,1,1000.0,550.0,0.0
L0029368,O014103,P0240,1,5790.0,4180.0,0.0
L0029369,O014103,P0208,1,680.0,380.0,0.0
L0029370,O014103,P0142,1,6160.0,3500.0,0.0
L0029371,O014104,P0034,1,132240.0,78310.0,0.15
L0029372,O014105,P0051,2,3620.0,1890.0,0.0
L0029373,O014106,P0037,2,51720.0,28840.0,0.2
L0029374,O014106,P0072,1,10350.0,7730.0,0.0
L0029375,O014106,P0193,1,11050.0,7780.0,0.0
L0029376,O014107,P0191,2,9720.0,5580.0,0.15
L0029377,O014107,P0046,2,3460.0,2520.0,0.1
L0029378,O014108,P0136,2,2010.0,1400.0,0.0
L0029379,O014109,P0162,3,760.0,410.0,0.1
L0029380,O014109,P0164,2,8790.0,6610.0,0.0
L0029381,O014109,P0110,1,740.0,470.0,0.2
L0029382,O014110,P0019,1,53690.0,30970.0,0.3
L0029383,O014110,P0042,1,14360.0,10000.0,0.25
L0029384,O014110,P0139,2,700.0,400.0,0.1
L0029385,O014110,P0007,1,17630.0,12980.0,0.1
L0029386,O014110,P0013,1,9660.0,4960.0,0.0
L0029387,O014111,P0054,1,550.0,320.0,0.0
L0029388,O014111,P0056,2,9600.0,4930.0,0.0
L0029389,O014112,P0227,4,12420.0,9180.0,0.0
L0029390,O014112,P0079,1,3020.0,2060.0,0.0
L0029391,O014112,P0101,1,1100.0,650.0,0.05
L0029392,O014113,P0068,1,5750.0,2840.0,0.15
L0029393,O014113,P0221,1,2360.0,1460.0,0.15
L0029394,O014113,P0230,1,560.0,340.0,0.05
L0029395,O014114,P0143,1,4380.0,2400.0,0.0
L0029396,O014115,P0067,1,590.0,390.0,0.05
L0029397,O014115,P0027,1,1550.0,1080.0,0.15
L0029398,O014116,P0214,1,220.0,160.0,0.0
L0029399,O014116,P0240,1,5790.0,4180.0,0.1
L0029400,O014117,P0008,1,12840.0,9240.0,0.05
L0029401,O014117,P0122,1,970.0,680.0,0.0
L0029402,O014117,P0076,1,7240.0,4550.0,0.0
L0029403,O014117,P0160,1,2370.0,1630.0,0.0
L0029404,O014118,P0122,3,970.0,680.0,0.0
L0029405,O014118,P0155,1,1630.0,1140.0,0.15
L0029406,O014118,P0192,1,5100.0,2820.0,0.0
L0029407,O014119,P0061,1,2140.0,1570.0,0.0
L0029408,O014119,P0237,1,3440.0,1730.0,0.1
L0029409,O014119,P0180,1,8840.0,4720.0,0.0
L0029410,O014120,P0208,1,680.0,380.0,0.05
L0029411,O014120,P0111,3,16600.0,10290.0,0.0
L0029412,O014120,P0110,1,740.0,470.0,0.1
L0029413,O014121,P0220,2,470.0,340.0,0.1
L0029414,O014121,P0186,1,19140.0,10540.0,0.0
L0029415,O014121,P0012,1,5070.0,2940.0,0.05
L0029416,O014122,P0129,1,2250.0,1280.0,0.0
L0029417,O014122,P0210,1,1900.0,950.0,0.1
L0029418,O014122,P0070,1,7890.0,3980.0,0.0
L0029419,O014123,P0231,1,5790.0,3440.0,0.0
L0029420,O014123,P0090,1,17170.0,11580.0,0.05
L0029421,O014123,P0037,1,51720.0,28840.0,0.0
L0029422,O014124,P0214,4,220.0,160.0,0.1
L0029423,O014125,P0019,2,53690.0,30970.0,0.25
L0029424,O014126,P0122,1,970.0,680.0,0.1
L0029425,O014126,P0184,1,2930.0,1650.0,0.1
L0029426,O014127,P0129,1,2250.0,1280.0,0.0
L0029427,O014127,P0231,1,5790.0,3440.0,0.0
L0029428,O014127,P0174,1,900.0,630.0,0.25
L0029429,O014127,P0048,2,910.0,650.0,0.0
L0029430,O014128,P0053,1,6860.0,3350.0,0.05
L0029431,O014129,P0204,1,13130.0,8090.0,0.05
L0029432,O014130,P0208,1,680.0,380.0,0.05
L0029433,O014130,P0079,1,3020.0,2060.0,0.25
L0029434,O014130,P0016,1,13180.0,7470.0,0.0
L0029435,O014131,P0114,1,1460.0,960.0,0.2
L0029436,O014132,P0216,1,1410.0,790.0,0.0
L0029437,O014132,P0187,2,22240.0,12390.0,0.0
L0029438,O014133,P0178,1,860.0,630.0,0.3
L0029439,O014133,P0148,1,890.0,450.0,0.0
L0029440,O014133,P0007,1,17630.0,12980.0,0.3
L0029441,O014134,P0047,1,5910.0,4230.0,0.15
L0029442,O014134,P0183,1,21710.0,11070.0,0.25
L0029443,O014134,P0149,1,1260.0,610.0,0.05
L0029444,O014134,P0227,1,12420.0,9180.0,0.0
L0029445,O014135,P0040,1,6290.0,4370.0,0.1
L0029446,O014135,P0131,1,8350.0,5410.0,0.0
L0029447,O014136,P0213,1,760.0,580.0,0.1
L0029448,O014137,P0085,1,970.0,550.0,0.05
L0029449,O014137,P0230,2,560.0,340.0,0.0
L0029450,O014137,P0199,1,3120.0,2320.0,0.3
L0029451,O014137,P0037,1,51720.0,28840.0,0.25
L0029452,O014138,P0178,2,860.0,630.0,0.3
L0029453,O014138,P0022,1,10540.0,5560.0,0.15
L0029454,O014138,P0019,1,53690.0,30970.0,0.05
L0029455,O014138,P0023,1,1790.0,1260.0,0.1
L0029456,O014139,P0126,1,940.0,630.0,0.3
L0029457,O014139,P0159,1,4960.0,3700.0,0.2
L0029458,O014140,P0155,1,1630.0,1140.0,0.3
L0029459,O014140,P0065,1,1460.0,990.0,0.2
L0029460,O014141,P0208,1,680.0,380.0,0.1
L0029461,O014142,P0208,1,680.0,380.0,0.1
L0029462,O014142,P0008,2,12840.0,9240.0,0.0
L0029463,O014143,P0042,2,14360.0,10000.0,0.0
L0029464,O014144,P0034,1,132240.0,78310.0,0.2
L0029465,O014144,P0043,1,1000.0,550.0,0.0
L0029466,O014145,P0043,1,1000.0,550.0,0.0
L0029467,O014146,P0208,1,680.0,380.0,0.3
L0029468,O014146,P0178,2,860.0,630.0,0.05
L0029469,O014146,P0158,1,3300.0,2030.0,0.0
L0029470,O014146,P0205,1,210.0,120.0,0.05
L0029471,O014146,P0025,3,2150.0,1030.0,0.05
L0029472,O014147,P0099,1,15010.0,11350.0,0.15
L0029473,O014147,P0239,1,570.0,420.0,0.0
L0029474,O014147,P0227,1,12420.0,9180.0,0.0
L0029475,O014147,P0041,1,11910.0,8880.0,0.1
L0029476,O014148,P0025,1,2150.0,1030.0,0.0
L0029477,O014149,P0112,1,7050.0,4150.0,0.15
L0029478,O014149,P0156,1,9270.0,6380.0,0.3
L0029479,O014150,P0029,2,22780.0,11070.0,0.3
L0029480,O014151,P0062,2,3370.0,1820.0,0.05
L0029481,O014151,P0089,1,1790.0,1310.0,0.15
L0029482,O014151,P0128,1,11540.0,8760.0,0.15
L0029483,O014152,P0092,1,10220.0,4930.0,0.1
L0029484,O014152,P0155,1,1630.0,1140.0,0.1
L0029485,O014152,P0099,3,15010.0,11350.0,0.0
L0029486,O014152,P0195,1,2460.0,1490.0,0.0
L0029487,O014153,P0087,2,830.0,550.0,0.0
L0029488,O014153,P0016,1,13180.0,7470.0,0.0
L0029489,O014153,P0076,1,7240.0,4550.0,0.0
L0029490,O014154,P0017,1,109370.0,81290.0,0.0
L0029491,O014154,P0174,1,900.0,630.0,0.0
L0029492,O014155,P0007,1,17630.0,12980.0,0.1
L0029493,O014155,P0060,3,820.0,430.0,0.0
L0029494,O014156,P0174,1,900.0,630.0,0.0
L0029495,O014157,P0043,1,1000.0,550.0,0.0
L0029496,O014157,P0231,1,5790.0,3440.0,0.2
L0029497,O014158,P0159,1,4960.0,3700.0,0.1
L0029498,O014159,P0161,2,19490.0,14550.0,0.0
L0029499,O014159,P0162,1,760.0,410.0,0.0
L0029500,O014160,P0208,1,680.0,380.0,0.1
L0029501,O014161,P0211,1,650.0,420.0,0.0
L0029502,O014162,P0166,1,630.0,370.0,0.1
L0029503,O014162,P0073,1,2710.0,1640.0,0.3
L0029504,O014162,P0240,1,5790.0,4180.0,
L0029505,O014163,P0022,1,10540.0,5560.0,0.0
L0029506,O014164,P0162,1,760.0,410.0,0.0
L0029507,O014165,P0139,1,700.0,400.0,0.2
L0029508,O014165,P0059,1,8700.0,6480.0,0.05
L0029509,O014165,P0061,1,2140.0,1570.0,0.15
L0029510,O014166,P0199,2,3120.0,2320.0,0.0
L0029511,O014167,P0022,1,10540.0,5560.0,0.1
L0029512,O014167,P0119,1,750.0,370.0,0.15
L0029513,O014167,P0123,1,1930.0,1080.0,0.05
L0029514,O014168,P0076,2,7240.0,4550.0,0.0
L0029515,O014168,P0155,1,1630.0,1140.0,0.25
L0029516,O014169,P0106,1,2430.0,1200.0,0.25
L0029517,O014169,P0072,1,10350.0,7730.0,0.0
L0029518,O014169,P0122,1,970.0,680.0,0.1
L0029519,O014169,P0228,1,770.0,410.0,0.05
L0029520,O014169,P0235,1,1050.0,720.0,0.1
L0029521,O014170,P0167,1,9220.0,5370.0,0.25
L0029522,O014170,P0197,2,790.0,520.0,0.0
L0029523,O014171,P0129,1,2250.0,1280.0,0.0
L0029524,O014171,P0025,2,2150.0,1030.0,0.25
L0029525,O014171,P0180,1,8840.0,4720.0,0.0
L0029526,O014172,P0026,1,10350.0,6600.0,0.0
L0029527,O014172,P0038,1,35580.0,21900.0,0.0
L0029528,O014172,P0168,1,1620.0,1190.0,0.1
L0029529,O014172,P0223,2,260.0,180.0,0.0
L0029530,O014173,P0159,2,4960.0,3700.0,0.05
L0029531,O014174,P0140,1,5610.0,4200.0,0.0
L0029532,O014175,P0240,1,5790.0,4180.0,0.0
L0029533,O014175,P0155,1,1630.0,1140.0,0.1
L0029534,O014175,P0235,2,1050.0,720.0,0.0
L0029535,O014176,P0026,1,10350.0,6600.0,0.0
L0029536,O014176,P0131,1,8350.0,5410.0,0.25
L0029537,O014176,P0207,1,1500.0,1140.0,0.15
L0029538,O014176,P0157,1,4610.0,2460.0,0.0
L0029539,O014177,P0208,1,680.0,380.0,0.05
L0029540,O014177,P0166,2,630.0,370.0,0.0
L0029541,O014177,P0051,1,3620.0,1890.0,0.0
L0029542,O014178,P0208,1,680.0,380.0,0.2
L0029543,O014179,P0187,1,22240.0,12390.0,0.15
L0029544,O014180,P0225,2,1960.0,1460.0,0.0
L0029545,O014180,P0169,1,32480.0,18760.0,0.1
L0029546,O014181,P0081,3,7410.0,4090.0,0.0
L0029547,O014181,P0221,1,2360.0,1460.0,0.1
L0029548,O014181,P0225,1,1960.0,1460.0,0.1
L0029549,O014181,P0051,1,3620.0,1890.0,0.15
L0029550,O014182,P0202,3,9350.0,6270.0,0.05
L0029551,O014183,P0135,2,5580.0,4050.0,0.0
L0029552,O014183,P0113,1,2250.0,1520.0,0.15
L0029553,O014183,P0136,1,2010.0,1400.0,0.0
L0029554,O014184,P0178,2,860.0,630.0,0.25
L0029555,O014184,P0079,1,3020.0,2060.0,0.1
L0029556,O014185,P0110,1,740.0,470.0,0.0
L0029557,O014185,P0068,4,5750.0,2840.0,0.05
L0029558,O014186,P0215,1,11710.0,5840.0,0.0
L0029559,O014187,P0029,1,22780.0,11070.0,0.1
L0029560,O014187,P0032,2,20120.0,15230.0,0.1
L0029561,O014187,P0133,2,6110.0,3980.0,0.2
L0029562,O014187,P0076,1,7240.0,4550.0,0.0
L0029563,O014187,P0131,1,8350.0,5410.0,0.0
L0029564,O014188,P0231,1,5790.0,3440.0,0.0
L0029565,O014188,P0055,1,3760.0,2680.0,0.0
L0029566,O014189,P0208,1,680.0,380.0,0.15
L0029567,O014190,P0170,1,6790.0,4260.0,0.15
L0029568,O014191,P0155,1,1630.0,1140.0,0.0
L0029569,O014191,P0178,1,860.0,630.0,0.2
L0029570,O014191,P0057,1,2210.0,1380.0,0.05
L0029571,O014192,P0225,1,1960.0,1460.0,0.0
L0029572,O014193,P0201,1,850.0,470.0,0.0
L0029573,O014193,P0008,1,12840.0,9240.0,0.2
L0029574,O014194,P0037,2,51720.0,28840.0,0.0
L0029575,O014194,P0054,1,550.0,320.0,0.0
L0029576,O014195,P0208,1,680.0,380.0,0.0
L0029577,O014195,P0114,1,1460.0,960.0,0.0
L0029578,O014195,P0193,1,11050.0,7780.0,0.05
L0029579,O014195,P0008,2,12840.0,9240.0,0.05
L0029580,O014196,P0162,1,760.0,410.0,0.1
L0029581,O014196,P0039,1,122100.0,72680.0,0.0
L0029582,O014196,P0090,3,17170.0,11580.0,0.0
L0029583,O014197,P0187,1,22240.0,12390.0,0.0
L0029584,O014198,P0089,1,1790.0,1310.0,0.05
L0029585,O014198,P0223,1,260.0,180.0,0.05
L0029586,O014198,P0070,1,7890.0,3980.0,0.15
L0029587,O014199,P0095,1,14000.0,8420.0,0.0
L0029588,O014199,P0208,1,680.0,380.0,0.0
L0029589,O014199,P0084,1,1760.0,1230.0,0.0
L0029590,O014200,P0089,1,1790.0,1310.0,0.15
L0029591,O014200,P0118,1,5520.0,2770.0,0.05
L0029592,O014201,P0027,1,1550.0,1080.0,0.15
L0029593,O014202,P0227,1,12420.0,9180.0,0.2
L0029594,O014202,P0076,1,7240.0,4550.0,0.1
L0029595,O014203,P0239,1,570.0,420.0,0.15
L0029596,O014204,P0227,1,12420.0,9180.0,0.15
L0029597,O014204,P0090,1,17170.0,11580.0,0.3
L0029598,O014204,P0160,1,2370.0,1630.0,0.0
L0029599,O014204,P0029,1,22780.0,11070.0,0.0
L0029600,O014205,P0034,1,132240.0,78310.0,0.0
L0029601,O014205,P0203,1,550.0,390.0,0.0
L0029602,O014206,P0228,1,770.0,410.0,0.2
L0029603,O014206,P0116,1,3770.0,2520.0,0.0
L0029604,O014207,P0005,1,11870.0,6740.0,0.15
L0029605,O014208,P0129,1,2250.0,1280.0,0.25
L0029606,O014208,P0169,1,32480.0,18760.0,0.0
L0029607,O014208,P0008,1,12840.0,9240.0,0.15
L0029608,O014209,P0208,1,680.0,380.0,0.0
L0029609,O014209,P0109,2,6660.0,4850.0,0.1
L0029610,O014209,P0150,2,560.0,390.0,0.2
L0029611,O014210,P0045,1,4930.0,2720.0,0.05
L0029612,O014210,P0139,1,700.0,400.0,0.0
L0029613,O014210,P0041,1,11910.0,8880.0,0.0
L0029614,O014210,P0029,1,22780.0,11070.0,0.1
L0029615,O014211,P0015,2,69330.0,49060.0,0.1
L0029616,O014211,P0094,1,1570.0,920.0,0.0
L0029617,O014211,P0191,4,9720.0,5580.0,0.05
L0029618,O014211,P0140,1,5610.0,4200.0,0.15
L0029619,O014211,P0148,1,890.0,450.0,0.05
L0029620,O014212,P0159,1,4960.0,3700.0,0.05
L0029621,O014212,P0227,1,12420.0,9180.0,0.1
L0029622,O014212,P0192,1,5100.0,2820.0,0.1
L0029623,O014212,P0112,1,7050.0,4150.0,0.3
L0029624,O014213,P0240,1,5790.0,4180.0,0.0
L0029625,O014214,P0023,1,1790.0,1260.0,0.15
L0029626,O014214,P0166,2,630.0,370.0,0.1
L0029627,O014214,P0216,1,1410.0,790.0,0.25
L0029628,O014215,P0022,1,10540.0,5560.0,0.0
L0029629,O014215,P0019,1,53690.0,30970.0,0.0
L0029630,O014216,P0085,1,970.0,550.0,0.2
L0029631,O014217,P0231,1,5790.0,3440.0,0.05
L0029632,O014217,P0155,1,1630.0,1140.0,0.05
L0029633,O014217,P0217,2,2370.0,1200.0,0.3
L0029634,O014218,P0078,1,640.0,450.0,0.0
L0029635,O014218,P0227,1,12420.0,9180.0,0.0
L0029636,O014218,P0165,1,1570.0,910.0,0.2
L0029637,O014218,P0075,1,960.0,490.0,0.2
L0029638,O014219,P0030,2,11980.0,7270.0,0.2
L0029639,O014219,P0153,1,6080.0,4220.0,0.05
L0029640,O014219,P0208,1,680.0,380.0,0.15
